NAME,state_abbrev,name_simp,y2018_median_age_male,y2018_median_age_female,y2018_population,y2018_white_alone,y2018_black_alone,y2018_f_born,y2018_num_vehicles_avail,y2018_total_hh,y2018_married_hh,y2018_male_bachelors,y2018_female_bachelors,y2018_poverty,y2018_median_income,y2018_hours_worked_past_year,y2018_houses_for_sale,y2018_median_value,y2018_speaks_only_english,name_classic,countryRegion,latitude,longitude,state,division,region,y2013_median_age_male,y2013_median_age_female,y2013_population,y2013_white_alone,y2013_black_alone,y2013_f_born,y2013_num_vehicles_avail,y2013_total_hh,y2013_married_hh,y2013_male_bachelors,y2013_female_bachelors,y2013_poverty,y2013_median_income,y2013_hours_worked_past_year,y2013_houses_for_sale,y2013_median_value,y2013_speaks_only_english,y2014_median_age_male,y2014_median_age_female,y2014_population,y2014_white_alone,y2014_black_alone,y2014_f_born,y2014_num_vehicles_avail,y2014_total_hh,y2014_married_hh,y2014_male_bachelors,y2014_female_bachelors,y2014_poverty,y2014_median_income,y2014_hours_worked_past_year,y2014_houses_for_sale,y2014_median_value,y2014_speaks_only_english,y2015_median_age_male,y2015_median_age_female,y2015_population,y2015_white_alone,y2015_black_alone,y2015_f_born,y2015_num_vehicles_avail,y2015_total_hh,y2015_married_hh,y2015_male_bachelors,y2015_female_bachelors,y2015_poverty,y2015_median_income,y2015_hours_worked_past_year,y2015_houses_for_sale,y2015_median_value,y2015_speaks_only_english,y2016_median_age_male,y2016_median_age_female,y2016_population,y2016_white_alone,y2016_black_alone,y2016_f_born,y2016_num_vehicles_avail,y2016_total_hh,y2016_married_hh,y2016_male_bachelors,y2016_female_bachelors,y2016_poverty,y2016_median_income,y2016_hours_worked_past_year,y2016_houses_for_sale,y2016_median_value,y2016_speaks_only_english,y2017_median_age_male,y2017_median_age_female,y2017_population,y2017_white_alone,y2017_black_alone,y2017_f_born,y2017_num_vehicles_avail,y2017_total_hh,y2017_married_hh,y2017_male_bachelors,y2017_female_bachelors,y2017_poverty,y2017_median_income,y2017_hours_worked_past_year,y2017_houses_for_sale,y2017_median_value,y2017_speaks_only_english
"Rochester, NY Metro Area",NY,Rochester,38.4,41.8,1074667,872779,123511,74997,433690,431331,192671,69789,70404,142513,30108,11068875,3335,140800,899566,"Rochester, NY",MN,43.1566,-77.6088,New York,Mid-Atlantic,Northeast,38,40.7,1081126,882105,123842,71526,425810,426652,196176,66937,65505,145905,26996,11091278,3586,130100,911962,37.9,40.9,1082578,881473,123603,71927,428725,429370,193807,67024,65383,152126,27284,11087453,3413,130900,912541,38,41.2,1083156,879923,125310,72803,430505,430459,193126,67102,66280,151008,27272,11173620,3355,133500,911884,38.1,41.5,1082226,879359,124911,74188,431770,430926,192618,67561,68270,147511,27902,11183778,3376,135400,908981,38.2,41.5,1080653,876258,124259,75085,433950,431327,193197,68765,69731,146151,28878,11130373,3104,138300,905637
"Grand Rapids-Wyoming, MI Metro Area",MI,Grand Rapids,34.9,36.7,1050440,884536,68125,71540,448565,388060,207007,70591,76111,117665,29117,11940147,2432,164300,878313,"Grand Rapids, MI",MI,42.96336,-85.66809,Michigan,East North Central,Midwest,34.3,36.2,998916,859202,64460,61771,397785,370049,200658,59114,63694,140186,25264,10836848,5397,139300,838789,34.5,36.4,1007329,862058,65855,63943,404935,372118,200478,60146,66063,139413,25583,10913717,4816,139100,846472,34.6,36.5,1017877,868214,66620,66078,416000,375364,200212,62711,68552,138151,25810,11182278,3845,141100,852297,34.6,36.5,1028173,875264,66356,66728,425995,378172,200922,64854,70651,134469,26421,11418335,2905,146300,861727,34.8,36.6,1039182,880197,67306,68963,436265,383745,204360,67755,73762,125522,27429,11681106,2707,154700,870911
"Tucson, AZ Metro Area",AZ,Tucson,36.7,40.1,1019722,777452,35973,132235,354780,400907,174763,58953,65891,176222,26451,9703173,5231,173500,687219,"Tucson, AZ",AZ,32.22174,-110.92648,Arizona,Mountain,West,36.3,39.3,986891,782731,35791,125970,332955,384041,170483,56074,58583,184668,24147,9425694,6938,167500,661590,36.4,39.4,993144,782395,35426,127106,336045,386155,169997,56680,58712,184229,24266,9427853,6673,161700,665539,36.5,39.7,998537,777699,36123,129067,338565,389658,169543,56810,59557,187250,24172,9465466,6233,159900,669630,36.5,39.9,1003338,775748,35337,129465,343010,395390,171988,56530,61394,186299,24415,9535738,5577,160800,673576,36.6,39.9,1007257,774499,34872,129234,347355,398530,173041,57995,63603,179569,25347,9597938,5451,166300,678942
"Urban Honolulu, HI Metro Area",HI,Honolulu,35.9,39.5,987638,207525,23472,192672,350805,311525,164407,72555,80751,83359,35569,11390481,1595,649800,665412,"Honolulu, HI",HI,21.30694,-157.85833,Hawaii,Pacific,West,35.6,39.2,964678,205420,22246,189027,339155,309803,162374,64849,72914,91904,31668,11187029,2086,556300,651239,35.3,39,975690,209847,24169,189052,339815,310141,162151,67258,74301,92129,31971,11321731,1917,564400,660881,35,39,984178,213878,25901,187669,342410,309602,163201,68660,75264,92404,32043,11511718,1894,580200,667508,35.6,39.3,986999,208830,23334,190161,344230,309548,163910,69861,77978,90359,32465,11430331,1557,602700,665331,35.7,39.5,990060,209222,23248,192322,348220,311451,164797,72268,79896,86868,34244,11490060,1339,626400,666234
"Tulsa, OK Metro Area",OK,Tulsa,35.6,38.2,985233,702830,78792,64502,398330,380053,184152,58143,63698,140823,29268,10631096,4543,144300,819543,"Tulsa, OK",OK,36.15398,-95.99278,Oklahoma,West South Central,South,35.3,37.9,945802,688892,76794,54470,378070,367897,181431,53378,57064,138331,26028,10341765,5623,127800,798227,35.4,38,954055,692020,76844,55995,381530,369720,180616,54297,57927,140168,26425,10353861,5449,129100,803538,35.5,38.1,962676,694422,77063,58065,388170,372665,181458,54992,59678,141226,26714,10494953,5090,131400,808724,35.5,38.1,970603,696902,76645,60345,391205,375807,182027,56067,60732,142640,27202,10558802,4744,134700,812095,35.5,38.1,977869,698596,77729,62567,395380,378264,182803,57286,61976,141375,28216,10590783,4713,139100,816085
"Fresno, CA Metro Area",CA,Fresno,31.2,33,978130,627437,47372,208818,323585,304624,142835,37852,44237,232067,23432,9247224,1941,237500,496360,"Fresno, CA",TX,36.7378,-119.7871,California,Pacific,West,30.1,31.8,939605,560516,47790,205349,284625,289811,139122,33548,39030,239584,20810,8720833,3179,195400,484636,30.3,32,948844,555967,48276,206325,290030,292550,139639,34070,39496,255019,20721,8671096,2684,191700,487163,30.5,32.3,956749,570451,48499,204747,296510,296305,138710,34753,39329,252187,20870,8800816,2189,194600,490288,30.7,32.5,963160,593119,48434,205766,303140,299456,139277,35354,40949,254872,21314,8913378,1953,204900,490073,31,32.8,971616,617322,47715,204366,315830,301824,141665,36691,41687,243040,22230,9121040,1892,220600,497018
"Bridgeport-Stamford-Norwalk, CT Metro Area",CT,Bridgeport,38.7,41.8,944348,691642,107215,205009,353905,340491,181927,80359,89318,81751,39355,10663634,4349,422300,628530,"Bridgeport, CT",CT,41.16704,-73.20483,Connecticut,New England,Northeast,38.2,40.9,926233,694586,102414,187921,337405,332655,177611,76108,81753,82958,35273,10436791,4047,432100,624825,38.1,41,934215,694475,103232,191275,341295,333502,177309,76911,83661,83497,35688,10484618,3837,422400,628994,38.1,41.1,939983,694797,105683,196082,344695,334320,177986,78024,84859,82743,35978,10581347,3704,416000,628475,38.2,41.4,941618,694622,107282,199191,347325,335209,179406,77913,87176,81553,36597,10619240,3955,413400,628152,38.4,41.7,947328,696286,107305,205984,351310,337678,181175,78630,87296,81422,37120,10678657,4326,417800,630803
"Worcester, MA-CT Metro Area",MA,Worcester,39,41.4,938818,794133,43461,104053,394960,351743,173008,65333,70769,94436,33499,10254192,3161,259300,726931,"Worcester, MA",MA,42.26259,-71.80229,Massachusetts,New England,Northeast,38.3,40.5,920803,798182,37019,96476,380130,343681,172620,58511,63602,100015,30696,10073582,3526,251200,716302,38.4,40.9,924722,797543,38286,98538,384605,344842,172422,61166,65097,103293,30761,10054701,3881,247200,716699,38.5,41.1,928405,795181,40258,100135,388100,345452,170666,62204,65685,104287,30701,10092952,3687,244400,719653,38.6,41.2,930667,794636,41745,100318,390840,347055,170920,62192,67085,102378,31338,10136202,3391,245200,722992,38.8,41.4,934923,794817,42175,102500,391845,350504,172683,63780,68983,100171,32146,10179412,3311,250400,726279
"Omaha-Council Bluffs, NE-IA Metro Area",NE,Omaha,34.6,36.5,922891,778279,70434,67191,418335,355832,176775,67191,75294,96212,34037,10769428,2498,163400,757002,"Omaha, NE",NE,41.25861,-95.93779,Nebraska,West North Central,Midwest,33.8,36,876355,738128,67423,59651,390530,337153,168002,60428,64645,103571,29868,10273552,3909,145900,723163,33.9,36,886157,749149,68538,60774,396810,340906,168212,61876,66167,106731,30146,10318616,3504,145900,730839,34.1,36.1,895919,756180,69641,62221,400975,344424,170632,62598,67691,107336,30652,10450805,3234,148200,737718,34.2,36.2,904834,765284,69570,63370,407255,347727,170892,64457,70539,104859,31308,10538805,2935,152100,744143,34.4,36.4,914190,774046,69770,65536,413600,352312,174873,65340,72578,100107,32376,10698601,2639,157500,750569
"Albuquerque, NM Metro Area",NM,Albuquerque,36.6,39.3,910012,677528,23470,83661,345030,349150,150967,50809,58854,154815,27514,8795606,4614,186300,603536,"Albuquerque, NM",NM,35.08449,-106.65114,New Mexico,Mountain,West,35.4,38,893241,636773,24073,87322,334425,342831,151914,47202,52223,158961,26477,8903647,4365,179100,576935,35.6,38.2,899137,645190,24014,87813,333445,344168,151420,47138,54423,165801,26475,8859980,4146,177100,580785,35.7,38.5,902731,650967,24692,86810,334360,343434,150186,46941,55374,170659,26107,8800789,4599,177100,587249,36.1,38.8,904486,657584,23647,85548,338375,343268,150609,48782,56259,166198,26506,8823058,4719,177900,591531,36.4,39,905049,672071,23443,83849,340910,345399,149775,49480,57689,160252,27046,8803007,4805,181300,598696
"Greenville-Anderson-Mauldin, SC Metro Area",SC,Greenville,37.3,39.9,883853,682291,145907,52132,354450,338714,167944,52857,53873,122649,26293,9207429,3070,154600,761594,"Greenville, SC",MS,34.8526,-82.394,South Carolina,South Atlantic,South,36.5,39.3,834277,656620,138341,48037,318170,317600,159741,45879,46503,135972,23182,8388829,5847,137300,716919,36.8,39.4,842817,662288,140816,47480,324120,320027,160488,46323,47241,138479,23431,8470688,5349,137600,726573,37.1,39.5,852631,668403,143005,48740,330895,323691,162942,47895,48274,139024,23728,8623543,4709,140000,735614,37.4,39.6,862064,674031,144201,49396,339210,328367,163861,49549,50145,132210,24341,8812425,3983,143700,744082,37.3,39.8,872463,678280,145409,50243,346975,334042,166214,50805,51866,128390,25374,9002220,3598,148700,753286
"Bakersfield, CA Metro Area",CA,Bakersfield,31,32.1,883053,663592,48179,176344,283075,267913,136858,26862,30168,187232,24143,8556727,3356,205200,454012,"Bakersfield, CA",CA,35.37329,-119.01871,California,Pacific,West,30.2,31.4,848204,613143,47548,174673,255530,255271,129897,24017,25367,186811,21101,8414770,3879,161700,448868,30.4,31.6,857730,632452,48412,175262,259575,257737,131617,24757,26310,192972,21224,8481009,3200,161800,450642,30.5,31.7,865736,646683,49021,176115,267185,259700,132357,25314,27462,195744,21458,8556209,2876,167400,448338,30.6,31.8,871337,647832,48264,176647,272750,262337,134188,26072,28340,194354,22068,8578902,2806,175600,447111,30.8,31.9,878744,660196,48078,175287,278515,264993,134838,26419,29104,191123,23007,8548527,3015,190600,451080
"Albany-Schenectady-Troy, NY Metro Area",NY,Albany,38.6,41.5,880481,730966,69112,69361,367585,350301,157732,61411,60750,88320,34665,9598537,3343,208200,754778,"Albany, NY",GA,42.6526,-73.7562,New York,Mid-Atlantic,Northeast,38.4,41.1,873238,740929,68053,60472,358250,346281,160590,56586,55083,94717,31266,9510157,3651,197500,752343,38.4,41.2,875567,740173,67181,60512,359890,347401,158430,56249,56214,97483,31608,9485615,3491,196800,755527,38.4,41.4,877846,738444,68208,61526,360935,345988,157850,57567,56979,96082,31543,9517512,3501,197400,755942,38.4,41.4,879291,736238,68023,64525,360845,345957,157813,59162,58863,93334,31959,9498322,3343,200100,754672,38.5,41.5,881862,735020,68660,67634,365180,349325,158428,60941,59851,93198,32971,9584693,3176,203300,756112
"Knoxville, TN Metro Area",TN,Knoxville,39.2,41.9,868499,778593,49381,34485,346495,344901,173390,50019,53783,128564,26402,8842092,4915,163600,780452,"Knoxville, TN",TN,35.96064,-83.92074,Tennessee,East South Central,South,38.6,41.3,843268,761541,50197,30679,327645,341859,172089,46913,48393,130362,23894,8615798,4741,147000,756403,38.8,41.6,847765,763715,50269,32194,327440,340980,170064,46586,49604,134826,23859,8523587,4470,148200,760084,38.9,41.7,852159,766783,50252,33042,332100,341889,171451,46098,50831,138551,23919,8615937,4725,150800,764439,39,41.9,857111,770692,49747,33767,335330,342226,171929,48243,52393,137602,24428,8689959,4975,154800,768890,39,41.9,862490,774174,49354,34663,341655,344088,173168,49020,53405,133380,25449,8771646,4876,158700,773809
"New Haven-Milford, CT Metro Area",CT,New Haven,38.4,41.8,859339,634586,113737,104939,344475,329857,144460,54122,57717,98855,34664,8841594,3571,246700,637243,"New Haven, CT",CT,41.30815,-72.92816,Connecticut,New England,Northeast,37.9,40.7,862611,649673,108359,100759,340765,328013,151160,50735,53678,103599,30854,8909833,3578,256900,641007,38.1,40.8,863148,649232,109755,100989,339230,327086,148754,51417,54921,106282,31002,8843281,3530,250400,640506,38.1,41.1,862224,646775,110719,103280,339935,326028,146853,52549,56098,108533,31369,8859263,3460,245200,638470,38.2,41.3,860874,644385,110829,103937,341100,326487,146029,53098,56438,106796,31904,8841588,3626,244000,636434,38.4,41.6,862127,641178,112152,103028,343645,327402,145850,54413,57382,100732,33190,8835940,3818,244400,639720
"McAllen-Edinburg-Mission, TX Metro Area",TX,McAllen,27.8,30.5,849389,747125,4647,230582,264995,234879,126778,27996,33693,261968,18579,7710336,2970,84000,121085,"McAllen, TX",NA,26.2034,-98.23,Texas,West South Central,South,27.1,29.7,790646,702346,4535,231815,234450,217691,124713,22246,27023,272065,15986,7045969,3208,78100,108006,27.3,30,806447,735369,4744,233400,239800,221150,125929,23065,29019,275717,16382,7144615,2782,78900,109638,27.4,30.1,819217,748844,5080,235860,244250,224021,126203,24141,29543,277104,16458,7263069,2884,79200,113356,27.5,30.2,828334,744392,4890,230966,250090,227477,125594,25334,31038,267812,17188,7394340,2630,81400,115361,27.6,30.3,839539,746211,4797,229053,258900,232523,127466,26607,32915,263891,17858,7625725,2809,82400,119489
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",CA,Oxnard,36.5,39.2,848112,680197,14835,186780,337290,271226,150646,56359,61380,80058,32246,9174455,1797,559700,490627,"Oxnard, CA",CA,34.1975,-119.17705,California,Pacific,West,35.1,38,829017,629868,15179,189104,314150,267076,149005,51909,54257,90471,29738,9125252,1875,442200,481172,35.5,38.2,835790,649278,15035,190562,317230,267829,149020,52293,56003,91912,29886,9101893,1576,444800,482682,35.8,38.4,840833,662754,15063,191739,321945,268969,149844,53447,56626,91880,30055,9158112,1484,458100,484117,36,38.5,843110,669728,14847,192397,327700,269338,150328,53675,57896,88486,30644,9158998,1344,481400,483411,36.2,38.9,847834,677010,14805,190782,334210,270046,150605,54413,60258,85816,31387,9216381,1425,520300,488318
"El Paso, TX Metro Area",TX,El Paso,30.3,33.8,841752,675103,28789,209487,305380,266624,129804,36041,42155,176122,22066,8681070,3278,118900,222474,"El Paso, TX",TX,31.75872,-106.48693,Texas,West South Central,South,29.4,33.1,816409,660492,26537,212121,274985,256669,128761,30905,36341,187633,19537,8199519,2792,111400,201972,29.6,33.3,827206,676066,28018,214493,279895,258622,129157,31597,37602,190889,19745,8328779,3005,112500,207848,29.8,33.4,834425,691355,29403,213291,286905,260580,130728,33319,39791,186920,20379,8478492,3197,113600,213426,29.8,33.5,837073,693406,29126,212714,293565,262355,131649,34708,40289,185056,20758,8527025,3128,114500,213954,30.1,33.6,838527,679882,28778,213715,298100,264090,130498,35118,41342,179089,21472,8612508,3313,116300,217882
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",PA,Allentown,39.7,42.9,834615,700333,47918,76365,343655,319220,162194,50485,53338,86652,30978,9174963,3215,207200,656452,"Allentown, PA",PA,40.60843,-75.49018,Pennsylvania,Mid-Atlantic,Northeast,39.3,42.1,823731,703051,42892,66422,325745,312844,163635,46271,48096,90604,27379,8896120,4060,207000,654942,39.6,42.2,826260,700433,43734,67990,328655,313786,162813,46695,48949,89964,27692,8855838,4045,202900,656806,39.8,42.5,828232,699706,43803,70118,333320,314305,162317,47212,49562,88085,27921,8940869,3896,199800,657414,39.8,42.7,830737,699603,45091,71919,336970,315449,161708,49027,51224,87886,28898,9008130,3685,200000,656574,39.8,42.8,832790,700165,46910,72481,341285,318429,162381,50028,52029,89834,30147,9085564,3927,202800,657569
"Baton Rouge, LA Metro Area",LA,Baton Rouge,34.1,36.4,829642,492514,293907,32451,338155,301463,134230,43598,53196,130086,28870,8709812,3487,173700,725109,"Baton Rouge, LA",LA,30.45075,-91.15455,Louisiana,West South Central,South,33.2,35.6,808816,487178,287579,28833,325275,295913,133976,43896,49357,134273,26212,8729960,3821,158100,704416,33.4,35.6,814805,489906,289974,29513,327145,299156,134398,44479,49510,138619,26529,8711526,3915,158600,710373,33.5,35.8,819861,492179,290894,30139,330470,300913,134215,44898,50460,140514,26800,8709531,3519,161800,715760,33.6,36,824667,492913,292728,30213,334430,301189,132987,44425,50697,140246,27187,8697548,3459,164500,721395,33.7,36.2,828741,493718,293605,32336,336650,301894,134303,44553,51704,136385,28294,8724266,3214,168200,723581
"Columbia, SC Metro Area",SC,Columbia,35,38.1,816664,488977,271564,40609,328525,308718,136222,49601,56076,118912,28072,8680925,4548,149700,710841,"Columbia, SC",MD,34.0007,-81.0348,South Carolina,South Atlantic,South,34.1,37.4,776794,473931,258146,37563,306115,294291,133913,46438,48821,119261,25866,8274092,4536,139400,675529,34.3,37.6,784698,476637,260138,39339,308250,296439,133279,46421,50078,124691,25675,8320602,4726,138500,682112,34.4,37.7,792530,479605,262676,39327,313590,297977,133855,47546,50851,124072,25856,8395218,4814,140600,690030,34.6,38,800559,483017,266113,38754,318765,301048,134259,49424,53058,121175,26513,8507946,4745,143000,696685,34.7,38,808377,486443,269161,41209,323640,305203,135271,50633,54318,120260,27131,8589500,4326,145900,702654
"Dayton, OH Metro Area",OH,Dayton,37.7,41.1,802645,628914,123398,35883,320330,330381,145681,44245,48119,118683,28681,8178367,4291,129800,712245,"Dayton, OH",OH,39.75895,-84.19161,Ohio,East North Central,Midwest,37.3,40.6,801888,634870,125180,29141,308620,326653,145454,40015,41347,125886,25204,8022654,5215,124000,713883,37.5,40.9,801259,632837,125258,29991,308225,327391,144607,41019,42365,130782,25575,7946444,4837,122700,712923,37.6,41,801472,632353,124345,31684,312515,328004,144914,41939,44084,130495,25851,8054285,4752,122600,711942,37.6,41.2,800950,631019,123845,32555,315125,328062,144194,42523,45855,126987,26348,8088303,4431,122900,712217,37.7,41.1,800893,629408,123367,34758,318325,329097,146294,43413,46479,121328,27193,8131511,4448,125800,711414
"North Port-Sarasota-Bradenton, FL Metro Area",FL,North Port,50.5,53.5,785997,695708,50995,98043,268540,324203,164373,57385,59980,85289,29676,6612120,5481,228200,641111,"North Port, FL",FL,27.04422,-82.23593,Florida,South Atlantic,South,48.2,51.3,712581,625874,46965,87896,235865,301752,149848,46047,47550,95255,25917,5974573,7657,170900,580283,48.7,51.7,722784,634633,47777,88324,242110,306165,153252,48155,48629,94428,26360,6010703,7056,169000,589583,49.2,52.1,735767,648306,50382,90763,246760,309910,155766,50502,51522,93981,26739,6092452,6154,175100,600358,49.6,52.5,751422,665541,49469,91865,252115,311566,156913,52613,54327,93375,27087,6254190,5636,189400,614513,50.1,53,768381,680275,50492,95937,259465,318253,160701,55242,57624,90160,28150,6409784,5574,207600,628278
"Charleston-North Charleston, SC Metro Area",SC,Charleston,35.6,38.3,759247,515005,197074,37575,314685,285962,133690,56290,61155,100005,31042,8476028,3592,221800,663768,"Charleston, SC",IL,32.7765,-79.9311,South Carolina,South Atlantic,South,34.3,36.9,682904,457689,186957,35948,270355,259430,119702,44437,48246,105640,26582,7567381,4980,186900,591456,34.5,37,697281,468674,188704,35303,276225,264864,122145,46008,49955,107248,26943,7723489,4610,186700,604713,34.8,37.3,712232,480080,191661,35879,284755,268904,123634,47925,52445,107183,27426,7885241,4199,189600,619000,35.1,37.7,728271,491854,193495,35881,297060,274408,125681,50723,56216,103460,28762,8085611,3671,195700,635227,35.3,38,744195,503404,196047,37061,306870,281245,130680,52976,58447,100817,30238,8265463,3842,207500,649784
"Greensboro-High Point, NC Metro Area",NC,Greensboro,37.6,39.8,757810,481805,202596,66588,303540,295973,134757,43723,53434,119237,26771,7649339,3142,145900,627960,"Greensboro, NC",NC,36.07264,-79.79198,North Carolina,South Atlantic,South,36.9,39.2,730342,480347,188554,61060,283265,288506,132205,39893,47912,128455,24288,7262251,5322,140600,608229,37.1,39.4,735777,482687,191047,62258,284180,290505,132314,40299,49119,129454,24644,7249983,4791,140000,611867,37.3,39.5,741433,481845,194660,62679,288495,291630,132967,41334,50185,128546,24750,7346351,4345,140700,616532,37.6,39.7,746301,481735,197630,64266,293725,292685,132639,41944,50982,128439,25193,7407964,3689,140900,619750,37.6,39.8,751590,480759,200455,65092,299360,293839,133781,43033,52054,124154,25972,7522550,3281,143800,623736
"Little Rock-North Little Rock-Conway, AR Metro Area",AR,Little Rock,35.4,37.8,734502,519364,170821,31053,300485,282138,130225,42432,49635,108611,28687,7532155,5047,150500,642168,"Little Rock, AR",AR,34.74648,-92.28959,Arkansas,West South Central,South,34.7,37.2,709447,516732,159192,27907,291740,273230,128664,39761,43465,103160,26142,7447767,5631,135000,620808,34.8,37.3,716849,521422,162241,28660,294155,274285,128715,40755,45325,104356,26343,7423907,6369,136400,627875,34.9,37.4,722684,521931,164730,28515,295845,276358,129591,40452,47081,108307,26333,7471086,5942,139000,632803,35.1,37.5,727371,521616,166388,28702,297780,278116,129523,41286,48233,110420,26777,7472688,5388,141700,638038,35.2,37.7,730346,519151,168175,30130,298515,279408,129569,42247,48930,108351,27456,7473380,5322,146000,639100
"Stockton-Lodi, CA Metro Area",CA,Stockton,33.1,35.2,732212,411958,52023,170888,248550,226727,117049,26249,31384,114294,27467,7218865,1080,313800,401180,"Stockton, CA",CA,37.9577,-121.29078,California,Pacific,West,31.8,34.1,693177,407287,49901,159987,216830,215563,111745,24005,28117,123115,23677,6567981,2651,208000,384305,32.1,34.4,701050,405458,50377,161686,220460,217343,111709,24436,28675,132986,23500,6613090,2079,211300,388373,32.4,34.6,708554,403891,50263,165260,225340,219073,113594,25388,29136,129390,23806,6711486,1836,223000,389265,32.7,34.8,714860,403016,49874,166244,230785,221707,114909,25419,29585,124587,24726,6858780,1416,246900,390990,32.9,35,724153,404806,50433,168377,239050,223808,116150,25716,29761,121296,26020,7068382,1195,281100,394635
"Cape Coral-Fort Myers, FL Metro Area",FL,Cape Coral,46.6,49.5,718679,609126,61829,119426,247530,271861,139090,45511,47851,98969,27201,6268363,5510,207700,531044,"Cape Coral, FL",FL,26.56285,-81.94953,Florida,South Atlantic,South,44.6,47.4,633968,533670,53045,95483,199035,241531,125312,35990,35881,96549,24567,5358220,8236,149400,473959,45.1,47.8,647554,545605,55693,99454,207020,246061,125171,37925,37887,102306,24594,5368960,6821,150000,483073,45.6,48.2,663675,561079,57315,102662,216230,252287,128150,39346,39816,105166,24877,5481300,6595,157400,496203,46,48.7,680970,578220,58757,106476,226325,258084,132317,42079,42952,104219,25469,5736307,5611,171100,507396,46.4,49.2,700165,593227,60664,113019,237405,264325,136060,43482,45729,102539,26138,6015737,5508,190200,519110
"Colorado Springs, CO Metro Area",CO,Colorado Springs,33,35.9,712266,570192,43473,48471,286325,263562,140682,50202,54916,74928,31688,8700369,2361,255200,586816,"Colorado Springs, CO",CO,38.83388,-104.82136,Colorado,Mountain,West,32.6,36.1,657699,537251,37830,46185,255165,246473,130821,42816,46859,78134,29330,7929033,3300,214200,541660,32.5,35.9,669070,543280,38717,46849,260360,249765,132125,42973,47797,80157,29393,8077658,3045,215300,552050,32.6,35.8,678364,547666,39809,47431,267225,254868,135928,45144,49049,76761,29844,8227866,2779,219300,558430,32.8,35.9,688643,555626,40982,47889,273590,259041,138368,47466,50754,74764,30382,8406162,2566,227800,566793,33,35.9,698595,559248,41615,47121,278495,259821,139936,48486,53157,74459,31059,8513863,2354,239100,576625
"Akron, OH Metro Area",OH,Akron,38.8,41.6,704454,574542,84790,33729,301740,286378,129103,46128,49120,89922,28892,7638898,2985,144900,625852,"Akron, OH",OH,41.08144,-81.51901,Ohio,East North Central,Midwest,38.4,40.8,704979,586456,83734,29228,293455,281367,131626,42408,45203,107042,26065,7432757,3946,139100,629220,38.7,41.2,703017,582561,83697,29576,294385,281752,130688,42522,46241,103180,26239,7432453,3358,137600,628278,38.8,41.3,703744,580792,83861,30960,296235,281957,130090,43225,45980,102877,26382,7483293,3381,137900,628643,38.8,41.5,703168,578595,84285,32671,297845,283472,129886,44491,46737,99187,26767,7535753,3358,138400,627815,38.8,41.5,703398,575891,85030,33877,299920,285229,129868,45598,48381,94725,27570,7577725,3168,140800,626271
"Boise City, ID Metro Area",ID,Boise,35.3,36.8,693952,616708,6985,45425,270715,253531,131373,46819,48081,86152,28411,7611153,2050,214300,573136,"Boise, ID",ID,43.6135,-116.20345,Idaho,Mountain,West,33.8,35.3,628966,576994,4737,41795,229435,228270,124876,39829,40052,96989,25039,6750410,4182,166300,515871,34.2,35.6,639616,585465,5245,43094,235020,232248,126052,40862,41690,97778,25449,6811763,3668,164400,524842,34.5,36,651402,594247,5665,45267,240920,236303,126305,43254,42614,95558,25592,6924736,2845,167800,535640,34.8,36.4,663680,601082,6140,43358,252325,240902,126314,44623,44089,95753,26207,7143604,2404,176600,547977,35.1,36.6,677346,608261,6584,43405,261250,247290,128678,46309,45971,92145,27218,7382579,2336,192600,559889
"Lakeland-Winter Haven, FL Metro Area",FL,Lakeland,39.3,41.4,668671,520186,101690,66960,234530,231260,116128,28590,32464,108755,25525,5885501,4828,135400,494961,"Lakeland, FL",FL,28.03947,-81.9498,Florida,South Atlantic,South,38.8,41.2,610295,481454,90406,62357,202985,219540,111456,23880,27348,108507,22453,5238623,5788,111400,462163,39.1,41.5,617323,486381,92931,62198,204585,220556,111638,24714,28882,111170,22736,5263474,5578,107100,467488,39.1,41.6,626676,493630,94487,62222,208340,221381,111361,25162,29768,111877,22896,5311233,5340,107300,472918,39.2,41.7,637691,500894,96445,62942,215240,223060,111553,26355,30776,110225,23658,5422355,5117,110400,480407,39.4,41.5,652256,510554,99355,65002,225095,226604,114167,27035,31112,110557,24479,5669616,5243,121100,487676
"Winston-Salem, NC Metro Area",NC,Winston-Salem,39.4,41.9,661798,501669,117669,45482,259040,262905,127313,34227,43429,106284,27266,6636445,3813,147600,553023,"Winston-Salem, NC",NC,36.09986,-80.24422,North Carolina,South Atlantic,South,38.2,40.6,644250,490329,113545,44727,247890,255148,125510,33901,39407,109949,24998,6346204,4725,142800,537950,38.4,40.9,648045,495545,114646,45188,248745,256301,124260,33322,40742,113423,25006,6357572,4236,141900,541789,38.7,41.3,651630,498827,115226,45210,248345,257656,125417,33971,41789,115434,24796,6459151,4152,143000,544435,39,41.6,654589,499502,115789,43226,250695,259085,125582,34116,42646,115373,25206,6483632,4089,143700,548726,39.3,41.7,658195,500332,116487,44249,255985,260518,126956,34274,42617,111169,26240,6554839,4211,145000,550266
